# Information content per column (bits):
# Alignment file: ../Data_input/Bioinformatics_Pipeline/Step_5_Clustering/Full_MSA_clustered95/HOTAIR_full_MSA_clustered95_aligned.aln
# Alignment idx:  1
# Number of sequences: 27
# Sequence weights from alignment were ignored (if they existed).
#
#  alnpos  freqnongap  info(bits)
# -------  ----------  ----------
      119  0.92592593  0.52115446
      120  0.03703704  2.00000000
      121  0.74074074  2.00000000
      122  1.00000000  1.77146186
      123  1.00000000  1.02488094
      124  1.00000000  2.00000000
      125  1.00000000  1.61905341
      126  1.00000000  2.00000000
      127  1.00000000  1.49674167
      128  1.00000000  1.77146186
      129  1.00000000  1.39470879
      130  1.00000000  0.62012236
      131  1.00000000  1.00892394
      132  1.00000000  1.00892394
      133  1.00000000  1.61905341
      134  1.00000000  1.77146186
      135  1.00000000  1.39470879
      136  1.00000000  2.00000000
      137  1.00000000  1.54497934
      138  0.03703704  2.00000000
      139  0.14814815  2.00000000
      140  0.22222222  1.08170417
      141  0.25925926  2.00000000
      142  0.88888889  2.00000000
      143  0.88888889  1.12913553
      144  0.88888889  1.45643556
      145  0.88888889  1.34164858
      146  0.88888889  1.58618315
      147  0.88888889  0.34713662
      148  0.88888889  1.18872188
      149  0.88888889  0.67565597
      150  0.88888889  0.82471641
      151  0.88888889  2.00000000
      152  0.88888889  1.26171513
      153  0.88888889  0.75898931
      154  0.88888889  2.00000000
      155  0.88888889  2.00000000
      156  0.88888889  0.47957396
      157  0.88888889  1.45643556
      158  0.25925926  2.00000000
      159  0.44444444  1.58618315
      160  0.44444444  1.34997758
      161  0.44444444  2.00000000
      162  1.00000000  0.70276867
      163  1.00000000  1.00892394
      164  1.00000000  1.61905341
      165  1.00000000  2.00000000
      166  1.00000000  1.61905341
      167  1.00000000  1.00892394
      168  1.00000000  1.77146186
      169  1.00000000  1.61905341
      170  1.00000000  1.61905341
      171  1.00000000  2.00000000
      172  1.00000000  2.00000000
      173  1.00000000  2.00000000
      174  1.00000000  2.00000000
      175  1.00000000  2.00000000
      176  1.00000000  1.61905341
      177  0.03703704  2.00000000
      178  0.03703704  2.00000000
      179  0.03703704  2.00000000
      180  0.03703704  2.00000000
      181  1.00000000  1.77146186
      182  0.62962963  1.47744063
      183  1.00000000  1.17259120
      184  1.00000000  1.77146186
      185  1.00000000  1.61905341
      186  1.00000000  1.12890446
      187  1.00000000  1.77146186
      188  1.00000000  1.77146186
      189  1.00000000  1.61905341
      190  1.00000000  1.61905341
      191  1.00000000  1.61905341
      192  1.00000000  1.49674167
      193  1.00000000  2.00000000
      194  1.00000000  2.00000000
      195  1.00000000  1.77146186
      196  1.00000000  2.00000000
      197  1.00000000  1.77146186
      198  1.00000000  1.54497934
      199  1.00000000  2.00000000
      200  1.00000000  0.91894396
      201  1.00000000  1.49674167
      202  1.00000000  2.00000000
      203  1.00000000  2.00000000
      204  1.00000000  1.00892394
      205  1.00000000  1.00892394
      206  0.96296296  2.00000000
      207  0.96296296  1.01714131
      208  0.96296296  2.00000000
      209  0.96296296  2.00000000
      210  0.96296296  2.00000000
      211  0.96296296  2.00000000
      212  0.96296296  1.76480662
      213  0.96296296  1.37809586
      214  0.96296296  2.00000000
      215  0.96296296  1.60875644
      216  0.96296296  2.00000000
      217  0.96296296  2.00000000
      218  0.96296296  1.76480662
      219  0.96296296  2.00000000
      220  0.96296296  1.22677165
      221  0.96296296  2.00000000
      222  0.96296296  1.76480662
      223  0.96296296  1.60875644
      224  0.96296296  2.00000000
      225  0.96296296  2.00000000
      226  0.96296296  2.00000000
      227  0.96296296  1.76480662
      228  0.96296296  2.00000000
      229  0.96296296  2.00000000
      230  0.96296296  2.00000000
      231  0.96296296  2.00000000
      232  0.96296296  1.76480662
      233  0.96296296  1.60875644
      234  0.03703704  2.00000000
      235  0.96296296  2.00000000
      236  0.96296296  2.00000000
      237  0.96296296  2.00000000
      238  0.96296296  0.89438760
      239  0.96296296  2.00000000
      240  0.96296296  1.76480662
      241  0.96296296  1.48405307
      242  0.96296296  2.00000000
      243  0.96296296  2.00000000
      244  0.96296296  2.00000000
      245  0.96296296  2.00000000
      246  0.96296296  2.00000000
      247  0.96296296  1.76480662
      248  0.96296296  1.60875644
      249  0.96296296  2.00000000
      250  0.96296296  0.85838047
      251  0.96296296  1.60875644
      252  0.96296296  1.76480662
      253  0.96296296  2.00000000
      254  0.96296296  2.00000000
      255  0.96296296  1.60875644
      256  0.96296296  1.76480662
      257  0.96296296  1.37809586
      258  0.96296296  1.14984857
      259  0.96296296  2.00000000
      260  0.96296296  1.60875644
      261  0.96296296  2.00000000
      262  0.96296296  2.00000000
      263  0.96296296  2.00000000
      264  0.96296296  1.76480662
      265  0.96296296  0.60064433
      266  0.96296296  1.29372591
      267  0.96296296  2.00000000
      268  0.37037037  2.00000000
      269  0.92592593  2.00000000
      270  0.92592593  1.75770781
      271  0.92592593  1.36044363
      272  0.92592593  1.75770781
      273  0.92592593  2.00000000
      274  0.92592593  2.00000000
      275  0.92592593  2.00000000
      276  0.92592593  1.75770781
      277  0.92592593  2.00000000
      278  0.92592593  2.00000000
      279  0.85185185  1.57377134
      280  0.85185185  1.74198133
      281  0.88888889  1.75011771
      282  0.88888889  2.00000000
      283  0.96296296  1.60875644
      284  0.96296296  1.76480662
      285  0.96296296  1.53183336
      286  0.96296296  2.00000000
      287  0.96296296  2.00000000
      288  0.96296296  2.00000000
      289  0.96296296  1.48405307
      290  0.96296296  2.00000000
      291  0.96296296  2.00000000
      292  0.96296296  2.00000000
      293  0.96296296  2.00000000
      294  0.96296296  1.60875644
      295  0.96296296  1.60875644
      296  0.96296296  2.00000000
      297  0.96296296  0.94225776
      298  0.96296296  2.00000000
      299  0.96296296  2.00000000
      300  0.96296296  1.76480662
      301  0.96296296  1.76480662
      302  0.96296296  2.00000000
      303  0.96296296  1.01714131
      304  0.96296296  0.81328016
      305  0.96296296  2.00000000
      306  0.96296296  0.89520906
      307  0.96296296  1.60875644
      308  0.96296296  1.60875644
      309  0.96296296  1.38061781
      310  0.96296296  1.60875644
      311  0.96296296  1.60875644
      312  1.00000000  1.00098973
      313  1.00000000  2.00000000
      314  1.00000000  1.54497934
      315  1.00000000  2.00000000
      316  1.00000000  1.00892394
      317  1.00000000  1.61905341
      318  0.07407407  2.00000000
      319  0.88888889  2.00000000
      320  0.18518519  2.00000000
      321  0.18518519  2.00000000
      322  0.22222222  2.00000000
      323  0.25925926  1.13687943
      324  0.33333333  2.00000000
      325  0.37037037  1.00000000
      326  1.00000000  2.00000000
      327  1.00000000  2.00000000
      328  1.00000000  2.00000000
      329  1.00000000  1.27462407
      330  1.00000000  1.49674167
      331  0.03703704  2.00000000
      332  0.03703704  2.00000000
      333  0.03703704  2.00000000
      334  0.03703704  2.00000000
      335  0.03703704  2.00000000
      336  1.00000000  1.17259120
      337  1.00000000  1.39470879
      338  1.00000000  1.77146186
      339  1.00000000  1.77146186
      340  1.00000000  2.00000000
      341  1.00000000  1.61905341
      342  0.07407407  2.00000000
      343  1.00000000  1.39481342
      344  1.00000000  2.00000000
      345  1.00000000  2.00000000
      346  1.00000000  2.00000000
      347  1.00000000  2.00000000
      348  1.00000000  2.00000000
      349  1.00000000  1.77146186
      350  1.00000000  2.00000000
      351  1.00000000  1.39481342
      352  1.00000000  2.00000000
      353  1.00000000  2.00000000
      354  1.00000000  2.00000000
      355  1.00000000  2.00000000
      356  1.00000000  2.00000000
      357  1.00000000  2.00000000
      358  1.00000000  2.00000000
      359  1.00000000  2.00000000
      360  1.00000000  2.00000000
      361  1.00000000  2.00000000
      362  1.00000000  2.00000000
      363  1.00000000  1.77146186
      364  1.00000000  1.00892394
      365  0.03703704  2.00000000
      366  0.07407407  2.00000000
      367  1.00000000  2.00000000
      368  1.00000000  1.49674167
      369  1.00000000  1.61905341
      370  1.00000000  1.04904395
      371  1.00000000  2.00000000
      372  1.00000000  2.00000000
      373  1.00000000  2.00000000
      374  1.00000000  2.00000000
      375  1.00000000  2.00000000
      376  1.00000000  2.00000000
      377  1.00000000  2.00000000
      378  1.00000000  2.00000000
      379  1.00000000  2.00000000
      380  1.00000000  2.00000000
      381  1.00000000  2.00000000
      382  1.00000000  2.00000000
      383  1.00000000  1.77146186
      384  1.00000000  2.00000000
      385  1.00000000  2.00000000
      386  1.00000000  2.00000000
      387  1.00000000  2.00000000
      388  1.00000000  2.00000000
      389  1.00000000  1.77146186
      390  1.00000000  2.00000000
      391  1.00000000  1.49674167
      392  1.00000000  2.00000000
      393  1.00000000  2.00000000
      394  1.00000000  2.00000000
      395  1.00000000  0.82500534
      396  1.00000000  1.77146186
      397  1.00000000  2.00000000
      398  1.00000000  2.00000000
      399  1.00000000  1.02488094
      400  1.00000000  1.61905341
      401  1.00000000  2.00000000
      402  1.00000000  2.00000000
      403  1.00000000  2.00000000
      404  1.00000000  2.00000000
      405  1.00000000  1.02097683
      406  1.00000000  1.54497934
      407  1.00000000  2.00000000
      408  1.00000000  1.17437347
      409  1.00000000  1.54497934
      410  1.00000000  2.00000000
      411  1.00000000  2.00000000
      412  1.00000000  1.77146186
      413  1.00000000  2.00000000
      414  0.37037037  2.00000000
      415  0.96296296  1.76480662
      416  1.00000000  2.00000000
      417  1.00000000  2.00000000
      418  1.00000000  2.00000000
      419  1.00000000  2.00000000
      420  1.00000000  2.00000000
      421  1.00000000  2.00000000
      422  1.00000000  2.00000000
      423  1.00000000  2.00000000
      424  1.00000000  2.00000000
      425  1.00000000  2.00000000
      426  1.00000000  2.00000000
      427  1.00000000  2.00000000
      428  1.00000000  2.00000000
      429  1.00000000  2.00000000
      430  1.00000000  1.61905341
      431  1.00000000  1.30871013
      432  1.00000000  2.00000000
      433  1.00000000  2.00000000
      434  1.00000000  1.61905341
      435  1.00000000  2.00000000
      436  1.00000000  1.04904395
      437  1.00000000  2.00000000
      438  1.00000000  2.00000000
      439  1.00000000  2.00000000
      440  1.00000000  2.00000000
      441  1.00000000  2.00000000
      442  1.00000000  2.00000000
      443  1.00000000  2.00000000
      444  1.00000000  2.00000000
      445  1.00000000  2.00000000
      446  1.00000000  2.00000000
      447  1.00000000  2.00000000
      448  1.00000000  2.00000000
      449  1.00000000  2.00000000
      450  1.00000000  2.00000000
      451  1.00000000  2.00000000
      452  1.00000000  2.00000000
      453  1.00000000  2.00000000
      454  1.00000000  2.00000000
      455  1.00000000  2.00000000
      456  1.00000000  2.00000000
      457  1.00000000  1.77146186
      458  1.00000000  1.77146186
      459  1.00000000  1.61905341
      460  1.00000000  2.00000000
      461  1.00000000  0.60785278
      462  1.00000000  1.77146186
      463  1.00000000  1.49674167
      464  0.37037037  2.00000000
      465  0.37037037  2.00000000
      466  0.37037037  2.00000000
      467  0.37037037  2.00000000
      468  0.37037037  1.11870910
      469  1.00000000  1.17437347
      470  1.00000000  1.08170417
      471  1.00000000  2.00000000
      472  1.00000000  2.00000000
      473  0.96296296  2.00000000
      474  0.96296296  2.00000000
      475  0.96296296  2.00000000
      476  0.96296296  2.00000000
      477  0.96296296  2.00000000
      478  0.96296296  2.00000000
      479  0.96296296  2.00000000
      480  1.00000000  2.00000000
      481  1.00000000  2.00000000
      482  1.00000000  2.00000000
      483  1.00000000  2.00000000
      484  1.00000000  2.00000000
      485  1.00000000  2.00000000
      486  1.00000000  2.00000000
      487  1.00000000  2.00000000
      488  1.00000000  1.61905341
      489  1.00000000  2.00000000
      490  1.00000000  1.77146186
      491  1.00000000  2.00000000
      492  1.00000000  1.77146186
      493  1.00000000  2.00000000
      494  1.00000000  2.00000000
      495  1.00000000  2.00000000
      496  1.00000000  2.00000000
      497  1.00000000  2.00000000
      498  1.00000000  2.00000000
      499  1.00000000  1.77146186
      500  1.00000000  2.00000000
      501  1.00000000  2.00000000
      502  1.00000000  1.61905341
      503  1.00000000  2.00000000
      504  1.00000000  1.61905341
      505  1.00000000  2.00000000
      506  1.00000000  2.00000000
      507  1.00000000  2.00000000
      508  1.00000000  2.00000000
      509  1.00000000  2.00000000
      510  1.00000000  2.00000000
      511  1.00000000  2.00000000
      512  1.00000000  2.00000000
      513  1.00000000  1.77146186
      514  1.00000000  2.00000000
      515  0.88888889  2.00000000
      516  0.96296296  2.00000000
      517  0.88888889  2.00000000
      518  0.88888889  2.00000000
      519  0.88888889  2.00000000
      520  0.88888889  2.00000000
      521  0.88888889  1.75011771
      522  0.88888889  2.00000000
      523  0.88888889  0.61756266
      524  0.88888889  1.34997758
      525  0.88888889  2.00000000
      526  0.88888889  2.00000000
      527  0.88888889  2.00000000
      528  0.88888889  2.00000000
      529  0.88888889  2.00000000
      530  0.88888889  2.00000000
      531  0.88888889  2.00000000
      532  0.88888889  2.00000000
      533  0.88888889  2.00000000
      534  0.88888889  1.58618315
      535  0.92592593  2.00000000
      536  0.92592593  1.75770781
      537  0.96296296  2.00000000
      538  0.96296296  1.76480662
      539  0.96296296  2.00000000
      540  0.96296296  2.00000000
      541  0.96296296  1.53183336
      542  0.96296296  1.00427255
      543  0.96296296  2.00000000
      544  0.96296296  1.76480662
      545  0.96296296  1.37809586
      546  0.96296296  2.00000000
      547  0.96296296  1.60875644
      548  0.96296296  1.00427255
      549  0.96296296  1.60875644
      550  0.96296296  1.76480662
      551  0.96296296  1.76480662
      552  0.96296296  2.00000000
      553  0.96296296  2.00000000
      554  0.96296296  2.00000000
      555  0.81481481  2.00000000
      556  0.96296296  1.00427255
      557  0.96296296  2.00000000
      558  0.96296296  2.00000000
      559  0.96296296  1.76480662
      560  0.96296296  2.00000000
      561  0.96296296  1.76480662
      562  0.96296296  2.00000000
      563  0.96296296  1.60875644
      564  0.96296296  1.76480662
      565  0.96296296  1.76480662
      566  0.96296296  1.00427255
      567  0.96296296  1.07064499
      568  0.96296296  1.76480662
      569  0.96296296  2.00000000
      570  0.96296296  2.00000000
      571  0.96296296  1.60875644
      572  0.92592593  1.75770781
      573  0.92592593  1.27807191
      574  0.88888889  2.00000000
      575  0.85185185  2.00000000
      576  0.85185185  1.74198133
      577  0.03703704  2.00000000
      578  0.03703704  2.00000000
      579  0.88888889  1.75011771
      580  0.88888889  2.00000000
      581  0.88888889  1.45643556
      582  0.88888889  1.26171513
      583  0.88888889  2.00000000
      584  0.88888889  2.00000000
      585  0.88888889  2.00000000
      586  0.88888889  2.00000000
      587  0.88888889  1.45643556
      588  0.92592593  1.75770781
      589  0.92592593  2.00000000
      590  0.92592593  2.00000000
      591  0.92592593  1.75770781
      592  0.92592593  2.00000000
      593  0.92592593  2.00000000
      594  0.92592593  1.59782081
      595  0.92592593  2.00000000
      596  0.92592593  1.01041248
      597  0.92592593  1.75770781
      598  0.92592593  1.47063913
      599  0.92592593  1.47063913
      600  0.92592593  2.00000000
      601  0.92592593  1.75770781
      602  0.92592593  1.05731681
      603  0.92592593  2.00000000
      604  0.92592593  1.05731681
      605  0.92592593  1.47063913
      606  0.96296296  2.00000000
      607  0.96296296  2.00000000
      608  0.96296296  1.76480662
      609  0.96296296  1.48405307
      610  0.96296296  2.00000000
      611  0.96296296  1.06941387
      612  0.96296296  1.76480662
      613  0.96296296  1.00427255
      614  0.96296296  1.07064499
      615  0.96296296  1.53183336
      616  0.96296296  1.01714131
      617  0.96296296  1.22065016
      618  0.96296296  1.76480662
      619  0.96296296  2.00000000
      620  0.96296296  2.00000000
      621  0.96296296  1.60875644
      622  0.96296296  1.48405307
      623  0.96296296  1.48405307
      624  0.96296296  2.00000000
      625  0.96296296  2.00000000
      626  0.96296296  2.00000000
      627  0.96296296  2.00000000
      628  0.96296296  1.38061781
      629  0.96296296  2.00000000
      630  0.96296296  1.48405307
      631  0.96296296  2.00000000
      632  0.96296296  1.29372591
      633  0.03703704  2.00000000
      634  0.03703704  2.00000000
      635  0.03703704  2.00000000
      636  0.03703704  2.00000000
      637  0.96296296  2.00000000
      638  0.96296296  2.00000000
      639  0.96296296  0.80488154
      640  0.96296296  2.00000000
      641  0.96296296  1.53183336
      642  0.96296296  2.00000000
      643  0.96296296  2.00000000
      644  0.96296296  2.00000000
      645  0.03703704  2.00000000
      646  0.03703704  2.00000000
      647  0.03703704  2.00000000
      648  0.03703704  2.00000000
      649  0.03703704  2.00000000
      650  0.96296296  1.48405307
      651  0.96296296  2.00000000
      652  0.96296296  2.00000000
      653  0.96296296  1.76480662
      654  0.96296296  1.38061781
      655  0.96296296  0.85838047
      656  0.96296296  0.85988432
      657  0.96296296  1.60875644
      658  0.96296296  1.01714131
      659  0.96296296  1.60875644
      660  0.96296296  1.53183336
      661  0.96296296  2.00000000
      662  0.96296296  1.06941387
      663  0.96296296  1.76480662
      664  0.96296296  1.25580579
      665  0.96296296  2.00000000
      666  0.96296296  1.76480662
      667  0.96296296  1.37809586
      668  0.96296296  2.00000000
      669  0.96296296  1.22065016
      670  0.96296296  2.00000000
      671  0.92592593  1.75770781
      672  0.92592593  1.47063913
      673  0.92592593  1.59782081
      674  0.92592593  0.57303919
      675  0.07407407  2.00000000
      676  0.85185185  1.74198133
      677  0.92592593  1.23588595
      678  0.92592593  2.00000000
      679  0.92592593  1.75770781
      680  0.92592593  1.12569045
      681  0.88888889  1.58618315
      682  0.92592593  1.75770781
      683  0.92592593  2.00000000
      684  0.92592593  2.00000000
      685  0.92592593  2.00000000
      686  0.92592593  1.75770781
      687  0.92592593  2.00000000
      688  0.92592593  1.59782081
      689  0.92592593  1.47063913
      690  0.92592593  2.00000000
      691  0.92592593  2.00000000
      692  0.92592593  2.00000000
      693  0.92592593  2.00000000
      694  0.92592593  2.00000000
      695  0.92592593  2.00000000
      696  0.92592593  2.00000000
      697  0.92592593  1.75770781
      698  0.92592593  1.75770781
      699  0.92592593  1.75770781
      700  0.92592593  1.59782081
      701  0.92592593  1.59782081
      702  0.92592593  2.00000000
      703  0.92592593  1.00115446
      704  0.92592593  2.00000000
      705  0.92592593  2.00000000
      706  0.85185185  1.57377134
      707  0.85185185  1.74198133
      708  0.92592593  2.00000000
      709  0.92592593  2.00000000
      710  0.92592593  2.00000000
      711  0.92592593  1.75770781
      712  0.96296296  2.00000000
      713  0.96296296  2.00000000
      714  0.92592593  2.00000000
      715  0.92592593  1.20495972
      716  0.92592593  0.83600954
      717  0.92592593  1.59782081
      718  0.96296296  2.00000000
      719  0.96296296  1.76480662
      720  0.96296296  1.15489358
      721  0.96296296  1.38061781
      722  0.96296296  1.48405307
      723  0.96296296  2.00000000
      724  0.96296296  2.00000000
      725  0.96296296  2.00000000
      726  0.96296296  2.00000000
      727  0.96296296  1.76480662
      728  0.96296296  2.00000000
      729  0.96296296  1.07064499
      730  0.96296296  1.06941387
      731  0.07407407  2.00000000
      732  0.07407407  2.00000000
      733  0.03703704  2.00000000
      734  0.11111111  1.08170417
      735  0.96296296  2.00000000
      736  0.96296296  0.92726271
      737  0.03703704  2.00000000
      738  0.03703704  2.00000000
      739  0.03703704  2.00000000
      740  0.96296296  1.76480662
      741  0.96296296  1.76480662
      742  0.96296296  2.00000000
      743  0.96296296  1.76480662
      744  0.96296296  2.00000000
      745  0.96296296  1.48405307
      746  0.14814815  2.00000000
      747  0.11111111  2.00000000
      748  0.44444444  1.34997758
      749  0.51851852  1.62876767
      750  0.85185185  1.57377134
      751  0.92592593  1.75770781
      752  0.96296296  2.00000000
      753  0.96296296  2.00000000
      754  0.96296296  0.69030890
      755  0.96296296  1.03876340
      756  0.96296296  1.29372591
      757  0.96296296  1.76480662
      758  0.96296296  1.76480662
      759  0.96296296  1.76480662
      760  0.96296296  2.00000000
      761  0.96296296  1.76480662
      762  0.96296296  2.00000000
      763  0.96296296  1.60875644
      764  0.96296296  2.00000000
      765  0.96296296  1.76480662
      766  0.96296296  1.60875644
      767  0.96296296  1.10700464
      768  0.96296296  2.00000000
      769  0.96296296  1.48405307
      770  0.96296296  0.75154224
      771  0.96296296  0.89438760
      772  0.96296296  1.48405307
      773  0.96296296  1.60875644
      774  0.96296296  1.25580579
      775  0.96296296  0.20055728
      776  0.96296296  2.00000000
      777  0.96296296  1.48405307
      778  0.96296296  1.60875644
      779  0.96296296  1.60875644
      780  0.96296296  2.00000000
      781  0.96296296  1.03876340
      782  0.96296296  2.00000000
      783  0.96296296  2.00000000
      784  0.96296296  2.00000000
      785  0.88888889  2.00000000
      786  0.88888889  2.00000000
      787  0.96296296  1.60875644
      788  0.96296296  2.00000000
      789  0.96296296  2.00000000
      790  0.96296296  2.00000000
      791  0.96296296  1.76480662
      792  0.96296296  2.00000000
      793  0.96296296  1.76480662
      794  0.96296296  1.01714131
      795  0.96296296  1.01714131
      796  0.96296296  0.68567951
      797  0.96296296  1.38061781
      798  0.96296296  2.00000000
      799  0.96296296  2.00000000
      800  0.96296296  0.85988432
      801  0.96296296  2.00000000
      802  0.96296296  0.80437822
      803  0.96296296  1.60875644
      804  0.96296296  2.00000000
      805  0.96296296  2.00000000
      806  0.03703704  2.00000000
      807  0.03703704  2.00000000
      808  0.03703704  2.00000000
      809  0.03703704  2.00000000
      810  0.03703704  2.00000000
      811  0.96296296  2.00000000
      812  0.96296296  1.00000000
      813  0.96296296  0.59659007
      814  0.96296296  1.03876340
      815  0.96296296  1.01714131
      816  0.96296296  1.60875644
      817  0.96296296  2.00000000
      818  0.96296296  2.00000000
      819  0.96296296  2.00000000
      820  0.96296296  1.22065016
      821  0.96296296  1.38061781
      822  0.96296296  1.38061781
      823  0.96296296  1.76480662
      824  0.96296296  2.00000000
      825  0.96296296  1.37809586
      826  0.96296296  1.60875644
      827  0.96296296  1.76480662
      828  0.96296296  1.76480662
      829  0.96296296  0.85988432
      830  0.92592593  1.08388179
      831  0.96296296  1.53183336
      832  0.96296296  1.76480662
      833  0.96296296  2.00000000
      834  0.96296296  2.00000000
      835  0.96296296  2.00000000
      836  0.96296296  2.00000000
      837  0.96296296  1.30117278
      838  0.96296296  1.48405307
      839  0.96296296  2.00000000
      840  0.96296296  2.00000000
      841  0.96296296  0.78843039
      842  0.96296296  1.15489358
      843  0.96296296  2.00000000
      844  0.96296296  0.83120028
      845  0.96296296  1.60875644
      846  0.96296296  1.48405307
      847  0.96296296  2.00000000
      848  0.96296296  2.00000000
      849  0.96296296  1.60875644
      850  0.96296296  1.48405307
      851  0.96296296  2.00000000
      852  0.96296296  1.06941387
      853  0.96296296  1.48405307
      854  0.88888889  1.26171513
      855  0.96296296  1.00034481
      856  0.96296296  2.00000000
      857  0.92592593  1.04895434
      858  0.88888889  1.58618315
      859  0.92592593  2.00000000
      860  0.92592593  2.00000000
      861  0.92592593  1.14454919
      862  0.92592593  1.05731681
      863  0.96296296  2.00000000
      864  0.92592593  2.00000000
      865  0.96296296  1.00427255
      866  0.96296296  1.37809586
      867  0.96296296  2.00000000
      868  0.96296296  1.37809586
      869  0.96296296  1.76480662
      870  0.96296296  1.03876340
      871  0.96296296  2.00000000
      872  0.96296296  1.37809586
      873  0.96296296  1.38061781
      874  0.96296296  1.60875644
      875  0.96296296  2.00000000
      876  0.96296296  0.65949284
      877  0.96296296  2.00000000
      878  0.96296296  1.76480662
      879  0.96296296  1.37809586
      880  0.96296296  1.25580579
      881  0.96296296  1.76480662
      882  0.96296296  0.81583636
      883  0.96296296  1.76480662
      884  0.96296296  1.22065016
      885  0.96296296  2.00000000
      886  0.96296296  1.38061781
      887  0.11111111  2.00000000
      888  0.96296296  1.48405307
      889  0.96296296  1.60875644
      890  0.96296296  2.00000000
      891  0.96296296  1.01714131
      892  0.96296296  1.01714131
      893  0.96296296  1.76480662
      894  0.96296296  1.29372591
      895  0.96296296  0.49796472
      896  0.96296296  1.48405307
      897  0.96296296  2.00000000
      898  0.11111111  1.08170417
      899  0.11111111  2.00000000
      900  0.11111111  2.00000000
      901  0.92592593  1.01041248
      902  0.92592593  1.47063913
      903  0.92592593  1.23588595
      904  0.88888889  1.09997758
      905  0.88888889  1.58618315
      906  0.88888889  1.58618315
      907  0.88888889  2.00000000
      908  0.88888889  2.00000000
      909  0.88888889  1.58618315
      910  0.88888889  1.18872188
      911  0.25925926  0.85116515
