# Information content per column (bits):
# Alignment file: Data_input/Bioinformatics_Pipeline/Step_1_Genome_Searches/1.1_Full-length_Search/HOTAIR_MSA_191.aln
# Alignment idx:  1
# Number of sequences: 191
# Sequence weights from alignment were ignored (if they existed).
#
#  alnpos  freqnongap  info(bits)
# -------  ----------  ----------
      467  0.35078534  2.00000000
      468  0.35078534  2.00000000
      469  0.05235602  1.27807191
      470  0.05235602  1.02904941
      471  0.04188482  1.18872188
      472  0.05235602  2.00000000
      473  0.05235602  2.00000000
      474  0.34031414  2.00000000
      475  0.34554974  2.00000000
      476  0.34554974  2.00000000
      477  0.34554974  2.00000000
      478  0.34554974  2.00000000
      479  0.34554974  2.00000000
      480  0.34554974  2.00000000
      481  0.36125654  2.00000000
      482  0.36125654  2.00000000
      483  0.36125654  2.00000000
      484  0.36125654  2.00000000
      485  0.36125654  2.00000000
      486  0.36125654  2.00000000
      487  0.36125654  2.00000000
      488  0.37172775  1.89320797
      489  0.37172775  1.63250151
      490  0.37172775  2.00000000
      491  0.38219895  1.14184497
      492  0.38219895  2.00000000
      493  0.39267016  2.00000000
      494  0.39267016  1.89784196
      495  0.38219895  2.00000000
      496  0.39267016  2.00000000
      497  0.40314136  2.00000000
      498  0.41361257  2.00000000
      499  0.41884817  1.90305539
      500  0.42408377  1.90402960
      501  0.42931937  2.00000000
      502  0.43455497  2.00000000
      503  0.43979058  1.90682868
      504  0.43979058  1.77771517
      505  0.43979058  1.83767382
      506  0.43455497  2.00000000
      507  0.43979058  2.00000000
      508  0.43979058  2.00000000
      509  0.45026178  2.00000000
      510  0.45026178  2.00000000
      511  0.44502618  2.00000000
      512  0.45026178  2.00000000
      513  0.45549738  2.00000000
      514  0.45549738  1.75193769
      515  0.45549738  1.90945615
      516  0.45549738  2.00000000
      517  0.46073298  1.84350894
      518  0.45549738  1.42120538
      519  0.45549738  2.00000000
      520  0.45549738  1.90945615
      521  0.45549738  1.84209363
      522  0.38219895  2.00000000
      523  0.34031414  2.00000000
      524  0.19895288  1.07318094
      525  0.19895288  1.82443497
      526  0.19371728  2.00000000
      527  0.02094241  1.18872188
      528  0.02617801  2.00000000
      529  0.02617801  1.27807191
      530  0.02094241  2.00000000
      531  0.02094241  2.00000000
      532  0.02094241  2.00000000
      533  0.02094241  2.00000000
      534  0.02094241  2.00000000
      535  0.02094241  2.00000000
      536  0.02094241  2.00000000
      537  0.02094241  2.00000000
      538  0.02094241  2.00000000
      539  0.02094241  2.00000000
      540  0.02094241  2.00000000
      541  0.02094241  2.00000000
      542  0.02094241  2.00000000
      543  0.02094241  2.00000000
      544  0.02094241  2.00000000
      545  0.02094241  2.00000000
      546  0.18848168  2.00000000
      547  0.18848168  1.11202368
      548  0.25654450  1.32380254
      549  0.28272251  1.61905341
      550  0.28272251  2.00000000
      551  0.32460733  1.45244685
      552  0.30366492  1.25878223
      553  0.30890052  1.09223763
      554  0.33507853  1.79937768
      555  0.32984293  1.04444460
      556  0.30890052  1.64235329
      557  0.32984293  1.33187267
      558  0.32984293  1.72380457
      559  0.32984293  1.15329942
      560  0.34031414  1.88532449
      561  0.34031414  1.34405792
      562  0.26178010  1.71770781
      563  0.19895288  1.25751243
      564  0.16230366  1.54131418
      565  0.10994764  1.29753345
      566  0.20418848  1.65689969
      567  0.18848168  1.58618315
      568  0.17277487  1.60954787
      569  0.17801047  1.38199614
      570  0.18324607  1.39457336
      571  0.37696335  1.89440896
      572  0.38219895  1.89558092
      573  0.36125654  1.57377134
      574  0.37696335  1.34997758
      575  0.44502618  1.58958386
      576  0.44502618  1.83917698
      577  0.45549738  1.90945615
      578  0.45549738  2.00000000
      579  0.45549738  2.00000000
      580  0.45549738  1.81910512
      581  0.46073298  2.00000000
      582  0.46073298  1.73323501
      583  0.46596859  1.78734136
      584  0.46596859  2.00000000
      585  0.46596859  2.00000000
      586  0.46596859  1.60258959
      587  0.46596859  2.00000000
      588  0.46596859  1.78734136
      589  0.46596859  2.00000000
      590  0.46596859  2.00000000
      591  0.46596859  1.91112030
      592  0.46596859  1.84489673
      593  0.46596859  2.00000000
      594  0.46596859  1.84489673
      595  0.46596859  2.00000000
      596  0.91099476  1.28173852
      597  0.91099476  0.89277160
      598  0.91099476  0.84682228
      599  0.91099476  1.94895698
      600  0.91099476  0.89277160
      601  0.91099476  1.16632229
      602  0.90052356  1.90859838
      603  0.91099476  1.68215030
      604  0.91099476  0.67276606
      605  0.91099476  1.59620285
      606  0.91099476  1.00152538
      607  0.91099476  0.95664603
      608  0.90052356  0.89123662
      609  0.90052356  1.87317427
      610  0.90052356  0.89083948
      611  0.90052356  1.00009753
      612  0.90052356  1.48143027
      613  0.90052356  0.92111459
      614  0.90575916  1.94871014
      615  0.91099476  1.78408818
      616  0.91099476  1.78408818
      617  0.91099476  0.84487447
      618  0.91099476  0.33830868
      619  0.91099476  1.65506114
      620  0.91099476  1.75665479
      621  0.91099476  0.59738068
      622  0.91099476  0.76238486
      623  0.90575916  0.65098944
      624  0.91099476  1.41862837
      625  0.90052356  0.95626216
      626  0.90052356  0.58912448
      627  0.89005236  1.39276631
      628  0.90575916  1.00291831
      629  0.89005236  1.78733357
      630  0.91099476  0.74110761
      631  0.91099476  0.24909957
      632  0.91099476  0.77942062
      633  0.90052356  0.68008869
      634  0.90052356  1.00000000
      635  0.83246073  1.60574900
      636  0.89005236  1.90772275
      637  0.90052356  1.89697047
      638  0.90052356  0.95449541
      639  0.91099476  1.75665479
      640  0.90575916  0.68822430
      641  0.91099476  0.81808583
      642  0.89528796  1.46368919
      643  0.89528796  0.92188154
      644  0.89528796  1.83991717
      645  0.89528796  1.55274121
      646  0.89528796  1.00002467
      647  0.89528796  0.54933759
      648  0.00523560  2.00000000
      649  0.00523560  2.00000000
      650  0.04188482  1.45643556
      651  0.05235602  2.00000000
      652  0.12565445  0.85684412
      653  0.09424084  2.00000000
      654  0.11518325  2.00000000
      655  0.13089005  1.36569045
      656  0.07853403  2.00000000
      657  0.07329843  2.00000000
      658  0.08376963  1.66270993
      659  0.14659686  1.77771517
      660  0.14659686  1.55733910
      661  0.20418848  2.00000000
      662  0.21989529  1.67618552
      663  0.23036649  1.84350894
      664  0.27225131  1.86290052
      665  0.29319372  1.64942694
      666  0.32984293  1.79692607
      667  0.47120419  2.00000000
      668  0.47120419  2.00000000
      669  0.47120419  2.00000000
      670  0.47120419  2.00000000
      671  0.47120419  2.00000000
      672  0.47120419  1.73768878
      673  0.47120419  1.73768878
      674  0.47120419  2.00000000
      675  0.51308901  2.00000000
      676  0.51308901  1.54772141
      677  0.51308901  2.00000000
      678  0.51308901  2.00000000
      679  0.51308901  1.10640968
      680  0.51308901  1.85627383
      681  0.51308901  1.06676280
      682  0.51308901  0.93178255
      683  0.51308901  1.46364035
      684  0.51308901  1.85627383
      685  0.49738220  2.00000000
      686  0.48691099  1.91425732
      687  0.95811518  1.52020523
      688  0.95287958  1.87878729
      689  0.83246073  1.90256017
      690  0.83769634  1.94524934
      691  0.95287958  1.79177168
      692  0.95287958  0.87393978
      693  0.95287958  0.93439239
      694  0.95811518  1.91310948
      695  0.95811518  1.65062091
      696  0.95811518  1.81921924
      697  0.52356021  2.00000000
      698  0.95811518  0.87807368
      699  0.95811518  1.20999559
      700  0.95811518  0.39308442
      701  0.96335079  0.96155201
      702  0.96335079  0.98215516
      703  0.96335079  1.17758891
      704  0.93717277  0.85739846
      705  0.96335079  1.87984561
      706  0.96858639  1.00541594
      707  0.96858639  0.89735487
      708  0.96858639  0.93239489
      709  0.96858639  1.71289057
      710  0.97382199  1.01011536
      711  0.96335079  1.87984561
      712  0.92146597  1.91029661
      713  0.97382199  1.00075075
      714  0.97382199  1.04858775
      715  0.97382199  2.00000000
      716  0.97382199  1.37489664
      717  0.97382199  1.01204350
      718  0.97382199  1.80208907
      719  0.97382199  1.00409059
      720  0.01570681  1.08170417
      721  0.01570681  2.00000000
      722  0.01570681  2.00000000
      723  0.01570681  2.00000000
      724  0.01570681  1.08170417
      725  0.01570681  1.08170417
      726  0.01570681  2.00000000
      727  0.00523560  2.00000000
      728  0.01570681  1.08170417
      729  0.01570681  1.08170417
      730  0.01570681  2.00000000
      731  0.01570681  2.00000000
      732  0.01570681  2.00000000
      733  0.01570681  2.00000000
      734  0.01570681  2.00000000
      735  0.01570681  2.00000000
      736  0.01570681  2.00000000
      737  0.01570681  1.08170417
      738  0.01570681  1.08170417
      739  0.01570681  1.08170417
      740  0.01570681  2.00000000
      741  0.01570681  2.00000000
      742  0.01570681  2.00000000
      743  0.01570681  2.00000000
      744  0.01570681  2.00000000
      745  0.01570681  2.00000000
      746  0.01570681  2.00000000
      747  0.01570681  1.08170417
      748  0.01570681  2.00000000
      749  0.01570681  2.00000000
      750  0.01570681  2.00000000
      751  0.01570681  2.00000000
      752  0.01570681  1.08170417
      753  0.01570681  2.00000000
      754  0.01047120  2.00000000
      755  0.01570681  2.00000000
      756  0.01570681  1.08170417
      757  0.01570681  2.00000000
      758  0.01570681  2.00000000
      759  0.01570681  1.08170417
      760  0.01570681  2.00000000
      761  0.01570681  1.08170417
      762  0.01570681  2.00000000
      763  0.01570681  2.00000000
      764  0.01570681  2.00000000
      765  0.01570681  2.00000000
      766  0.01570681  2.00000000
      767  0.01570681  2.00000000
      768  0.01570681  2.00000000
      769  0.01570681  2.00000000
      770  0.01570681  2.00000000
      771  0.01570681  1.08170417
      772  0.01570681  2.00000000
      773  0.01570681  2.00000000
      774  0.01570681  2.00000000
      775  0.01570681  1.08170417
      776  0.01570681  1.08170417
      777  0.01570681  1.08170417
      778  0.01570681  2.00000000
      779  0.01570681  1.08170417
      780  0.01570681  2.00000000
      781  0.01570681  1.08170417
      782  0.01570681  2.00000000
      783  0.01570681  2.00000000
      784  0.01570681  2.00000000
      785  0.01570681  1.08170417
      786  0.01047120  1.00000000
      787  0.01570681  2.00000000
      788  0.01570681  2.00000000
      789  0.01570681  2.00000000
      790  0.01570681  1.08170417
      791  0.01570681  2.00000000
      792  0.01570681  1.08170417
      793  0.01570681  1.08170417
      794  0.01570681  1.08170417
      795  0.01570681  1.08170417
      796  0.01570681  2.00000000
      797  0.01570681  2.00000000
      798  0.01570681  2.00000000
      799  0.01570681  2.00000000
      800  0.01570681  2.00000000
      801  0.01570681  2.00000000
      802  0.01570681  2.00000000
      803  0.01570681  2.00000000
      804  0.01570681  2.00000000
      805  0.01570681  2.00000000
      806  0.01570681  2.00000000
      807  0.01570681  2.00000000
      808  0.01570681  1.08170417
      809  0.01570681  2.00000000
      810  0.01570681  2.00000000
      811  0.01570681  2.00000000
      812  0.01570681  2.00000000
      813  0.01570681  2.00000000
      814  0.01570681  2.00000000
      815  0.01570681  2.00000000
      816  0.01570681  2.00000000
      817  0.01570681  2.00000000
      818  0.01570681  2.00000000
      819  0.01570681  1.08170417
      820  0.01570681  2.00000000
      821  0.01570681  2.00000000
      822  0.01570681  1.08170417
      823  0.01570681  2.00000000
      824  0.01570681  2.00000000
      825  0.01570681  2.00000000
      826  0.01570681  1.08170417
      827  0.01570681  2.00000000
      828  0.01570681  2.00000000
      829  0.01570681  2.00000000
      830  0.01570681  2.00000000
      831  0.01570681  2.00000000
      832  0.01570681  2.00000000
      833  0.01570681  2.00000000
      834  0.01570681  1.08170417
      835  0.01570681  2.00000000
      836  0.01570681  2.00000000
      837  0.01570681  2.00000000
      838  0.01570681  2.00000000
      839  0.01570681  2.00000000
      840  0.01570681  2.00000000
      841  0.01570681  2.00000000
      842  0.01570681  1.08170417
      843  0.00523560  2.00000000
      844  0.01047120  2.00000000
      845  0.01570681  2.00000000
      846  0.01570681  2.00000000
      847  0.01570681  2.00000000
      848  0.01570681  2.00000000
      849  0.01570681  2.00000000
      850  0.01570681  2.00000000
      851  0.01570681  2.00000000
      852  0.01570681  0.41503750
      853  0.01047120  2.00000000
      854  0.01047120  2.00000000
      855  0.01047120  2.00000000
      856  0.01047120  2.00000000
      857  0.01047120  1.00000000
      858  0.01047120  1.00000000
      859  0.01570681  2.00000000
      860  0.01570681  2.00000000
      861  0.01570681  2.00000000
      862  0.01570681  2.00000000
      863  0.01570681  1.08170417
      864  0.01570681  2.00000000
      865  0.01570681  2.00000000
      866  0.01570681  2.00000000
      867  0.01570681  2.00000000
      868  0.01570681  2.00000000
      869  0.01570681  1.08170417
      870  0.01570681  2.00000000
      871  0.01570681  2.00000000
      872  0.01570681  1.08170417
      873  0.01047120  2.00000000
      874  0.01047120  1.00000000
      875  0.01047120  2.00000000
      876  0.01047120  2.00000000
      877  0.01047120  1.00000000
      878  0.01570681  2.00000000
      879  0.01570681  1.08170417
      880  0.01570681  1.08170417
      881  0.01570681  2.00000000
      882  0.01570681  2.00000000
      883  0.01570681  2.00000000
      884  0.01570681  2.00000000
      885  0.01570681  1.08170417
      886  0.01570681  0.41503750
      887  0.01570681  2.00000000
      888  0.01570681  1.08170417
      889  0.01570681  2.00000000
      890  0.01570681  2.00000000
      891  0.01570681  2.00000000
      892  0.01570681  2.00000000
      893  0.01570681  2.00000000
      894  0.01570681  2.00000000
      895  0.01570681  2.00000000
      896  0.01570681  2.00000000
      897  0.01570681  2.00000000
      898  0.01570681  2.00000000
      899  0.01570681  1.08170417
      900  0.01570681  1.08170417
      901  0.01570681  2.00000000
      902  0.01570681  1.08170417
      903  0.01570681  1.08170417
      904  0.01570681  2.00000000
      905  0.01570681  2.00000000
      906  0.01570681  2.00000000
      907  0.01570681  2.00000000
      908  0.01570681  2.00000000
      909  0.01570681  2.00000000
      910  0.01570681  1.08170417
      911  0.01570681  0.41503750
      912  0.01570681  1.08170417
